#class tools::wcsv::ntuple
#title Ntuple
#separator 44
#vector_separator 59
#column double Energy
#column double Position
30.1934,50.25
80.7242,51.25
175.553,52.25
169.864,53.25
124.796,54.25
103.195,55.25
69.7495,56.25
30.8514,57.25
23.8339,58.25
3.95697,59.25
2.97385,50.75
11.665,51.75
16.9107,52.75
9.68337,53.75
5.89606,54.75
3.76398,55.75
4.20895,56.75
3.32556,57.75
1.59423,58.75
9.13853,50.25
47.6099,51.25
85.873,52.25
115.953,53.25
91.4264,54.25
69.2428,55.25
57.1908,56.25
32.0369,57.25
86.1769,58.25
22.2577,59.25
0.884139,50.75
7.52842,51.75
17.4197,52.75
17.586,53.75
8.47102,54.75
10.7174,55.75
3.8689,56.75
2.2429,57.75
4.05876,58.75
1.40452,59.75
9.185,50.25
31.8966,51.25
80.2845,52.25
71.2463,53.25
179.382,54.25
137.282,55.25
103.839,56.25
68.4296,57.25
60.3335,58.25
35.3756,59.25
1.58701,50.75
4.23857,51.75
15.7467,52.75
8.15305,53.75
9.88649,54.75
15.4509,55.75
3.0678,56.75
5.64122,57.75
7.95329,58.75
1.48676,59.75
25.3726,50.25
23.0539,51.25
65.4342,52.25
98.7946,53.25
97.9876,54.25
120.571,55.25
109.601,56.25
68.1035,57.25
69.0437,58.25
52.8667,59.25
2.48399,50.75
4.00493,51.75
13.3529,52.75
8.51663,53.75
8.49382,54.75
10.1735,55.75
5.94703,56.75
3.43037,57.75
3.88697,58.75
1.36463,59.75
42.4934,50.25
57.8272,51.25
76.0551,52.25
57.8282,53.25
70.5108,54.25
111.462,55.25
103.046,56.25
97.2246,57.25
47.7385,58.25
83.4633,59.25
4.61101,50.75
4.40539,51.75
7.06672,52.75
4.9114,53.75
9.35068,54.75
6.18139,55.75
11.2183,56.75
6.55871,57.75
6.84999,58.75
3.80861,59.75
7.06139,50.25
24.1444,51.25
59.655,52.25
51.3814,53.25
54.2797,54.25
57.999,55.25
101.376,56.25
139.992,57.25
132.246,58.25
59.0729,59.25
2.61163,50.75
2.99562,51.75
3.35903,52.75
2.18824,53.75
5.19369,54.75
3.44906,55.75
10.9409,56.75
11.84,57.75
10.5275,58.75
1.62054,59.75
6.71857,50.25
9.45233,51.25
30.3336,52.25
80.4206,53.25
96.5307,54.25
67.5178,55.25
101.193,56.25
138.921,57.25
50.0671,58.25
98.4424,59.25
0.936589,50.75
1.82962,51.75
10.0942,52.75
7.59532,53.75
5.12513,54.75
5.6978,55.75
11.4543,56.75
4.97251,57.75
0.831149,58.75
7.51963,59.75
21.2034,50.25
64.4018,51.25
79.3067,52.25
103.042,53.25
143.205,54.25
87.9291,55.25
84.8992,56.25
60.9047,57.25
55.8699,58.25
55.1565,59.25
4.45718,50.75
6.3426,51.75
7.24937,52.75
6.31369,53.75
13.01,54.75
6.6453,55.75
8.63967,56.75
3.35172,57.75
6.04491,58.75
2.32423,59.75
13.561,50.25
43.9872,51.25
80.9821,52.25
108.342,53.25
133.724,54.25
108.451,55.25
114.031,56.25
65.8514,57.25
46.6983,58.25
49.7652,59.25
3.32849,50.75
2.78659,51.75
6.97223,52.75
3.30244,53.75
12.9062,54.75
12.0002,55.75
12.7257,56.75
6.45017,57.75
0.236442,58.75
4.69241,59.75
6.56558,50.25
53.569,51.25
58.0828,52.25
134.08,53.25
109.625,54.25
127.128,55.25
88.7961,56.25
94.9735,57.25
52.3184,58.25
32.7803,59.25
2.60225,50.75
3.35836,51.75
17.5388,52.75
8.69316,53.75
12.2767,54.75
13.4592,55.75
7.1599,56.75
7.83233,57.75
0.531814,59.75
15.2598,50.25
50.6098,51.25
78.1188,52.25
134.3,53.25
179.761,54.25
58.5576,55.25
105.607,56.25
67.5827,57.25
50.3317,58.25
36.5921,59.25
3.18501,50.75
10.852,51.75
8.21763,52.75
15.8334,53.75
16.4141,54.75
3.83259,55.75
9.62717,56.75
3.57063,57.75
3.67657,58.75
0.75667,59.75
26.6988,50.25
103.518,51.25
114.086,52.25
157.746,53.25
95.1757,54.25
120.156,55.25
58.0196,56.25
41.0199,57.25
30.8004,58.25
15.8501,59.25
9.48835,50.75
17.2723,51.75
20.6859,52.75
11.5877,53.75
10.4715,54.75
14.2229,55.75
6.50839,56.75
3.71668,57.75
3.41528,58.75
0.185416,59.75
18.6114,50.25
53.5747,51.25
178.652,52.25
99.2588,53.25
135.991,54.25
87.0822,55.25
74.3927,56.25
36.7316,57.25
51.2079,58.25
31.5909,59.25
2.62475,50.75
13.2448,51.75
11.3676,52.75
8.07128,53.75
10.2678,54.75
4.10045,55.75
3.09563,56.75
2.18582,57.75
3.58766,58.75
0.0892731,59.75
16.1988,50.25
29.3388,51.25
109.154,52.25
134.076,53.25
127.803,54.25
160.966,55.25
65.1002,56.25
49.5711,57.25
31.6696,58.25
6.91596,59.25
2.943,50.75
12.8295,51.75
9.59387,52.75
8.46462,53.75
17.582,54.75
5.97743,55.75
0.927877,56.75
3.72084,57.75
1.96,58.75
12.212,50.25
84.8936,51.25
181.688,52.25
124.078,53.25
126.355,54.25
74.0809,55.25
75.0043,56.25
64.4888,57.25
32.4137,58.25
18.3211,59.25
3.27814,50.75
12.4256,51.75
13.3161,52.75
14.0307,53.75
12.4186,54.75
2.64089,55.75
9.43287,56.75
8.27875,57.75
0.208869,58.75
1.48467,59.75
20.8711,50.25
80.5092,51.25
76.6258,52.25
108.165,53.25
97.9168,54.25
167.581,55.25
113.735,56.25
62.4404,57.25
27.9184,58.25
29.5152,59.25
3.63511,50.75
13.3709,51.75
10.0608,52.75
10.3659,53.75
8.53826,54.75
21.4115,55.75
2.73499,56.75
5.32044,57.75
6.6654,58.75
11.7337,50.25
48.2894,51.25
98.7232,52.25
106.478,53.25
116.171,54.25
