4.994851142847779E22
7.5E-10
1.920042398294891E-8
1001
2.130164152795914E1
7.266884767771743E0
6.8993211E6 3.5968997E17 -8.3968348E22 -1.4592094E33
 5.6746578E-35 2.8130814E-25 1.020391E-14 1.7732444E-4
 1.9877725E23 -8.5620826E28 -3.0668227E39 -5.3295516E49
3.0842307E0 -3.4869437E5 -1.248138E16 -2.1690253E26
1.379858E7 3.5968514E17 -1.6785993E23 -1.4578753E33
 6.5728686E-35 6.464868E-25 8.8344118E-15 -2.3799254E-5
 1.9877458E23 -1.8744021E29 -2.241456E39 1.4343296E49
3.0842199E0 -7.6135633E5 -9.0324479E15 5.9935851E25
2.0697716E7 3.5967709E17 -2.5159797E23 -1.4552071E33
 8.1739897E-35 1.0417696E-24 1.1773369E-14 5.1073456E-5
 1.9877013E23 -2.7754697E29 -2.4561939E39 -3.7317344E48
3.0842019E0 -1.1221403E6 -9.7767575E15 -1.2934679E25
2.7596667E7 3.5966584E17 -3.3510571E23 -1.4512049E33
 1.0645304E-34 1.5558367E-24 1.5027141E-14 5.6544346E-5
 1.9876391E23 -3.704921E29 -2.3894324E39 1.1601859E48
3.0841768E0 -1.4880212E6 -9.2981773E15 8.3168089E24
3.4495371E7 3.5965138E17 -4.183064E23 -1.4458689E33
 1.4244394E-34 2.2291659E-24 2.0076382E-14 8.7746151E-5
 1.9875593E23 -4.6226912E29 -2.3952947E39 -1.0187547E47
3.0841449E0 -1.8416379E6 -9.1373688E15 2.7945454E24
4.1393768E7 3.5963375E17 -5.0112329E23 -1.4391993E33
 1.9345296E-34 3.1345309E-24 2.7124157E-14 1.2247686E-4
 1.9874618E23 -5.5384399E29 -2.3788942E39 2.8500996E47
3.0841062E0 -2.1833324E6 -8.6766205E15 8.0069252E24
4.8291796E7 3.5961294E17 -5.8347965E23 -1.4311961E33
 2.6476347E-34 4.3638256E-24 3.6964217E-14 1.7100142E-4
 1.9873469E23 -6.4485037E29 -2.3656562E39 2.3005196E47
3.0840612E0 -2.5095144E6 -8.328642E15 6.047201E24
5.5189394E7 3.5958899E17 -6.6529878E23 -1.4218601E33
 3.6373478E-34 6.0427197E-24 5.0563692E-14 2.3633288E-4
 1.9872145E23 -7.3527889E29 -2.3487686E39 2.9347415E47
3.0840101E0 -2.8195521E6 -7.8349442E15 8.5795243E24
6.2086503E7 3.5956191E17 -7.4650397E23 -1.4111911E33
 5.0054169E-34 8.3416691E-24 6.929035E-14 3.2543353E-4
 1.9870648E23 -8.2502459E29 -2.3300575E39 3.2516305E47
3.0839532E0 -3.1098423E6 -7.2991209E15 9.3115831E24
6.8983063E7 3.5953173E17 -8.2701857E23 -1.3991899E33
 6.8919287E-34 1.1493159E-23 9.5010257E-14 4.4696282E-4
 1.986898E23 -9.1400814E29 -2.3090345E39 3.6533933E47
3.0838909E0 -3.3782394E6 -6.6935649E15 1.0523407E25
7.5879014E7 3.5949847E17 -9.0676594E23 -1.3858567E33
 9.4892739E-34 1.5814473E-23 1.3027828E-13 6.1289088E-4
 1.9867142E23 -1.0021434E30 -2.2858315E39 4.0322366E47
3.0838237E0 -3.6221921E6 -6.0247337E15 1.1623007E25
8.2774298E7 3.5946217E17 -9.8566945E23 -1.3711922E33
 1.3061246E-33 2.1738803E-23 1.7858228E-13 8.394312E-4
 1.9865136E23 -1.089346E30 -2.2604143E39 4.4170205E47
3.0837521E0 -3.8392209E6 -5.289902E15 1.276997E25
