4.994851142847779E22
7.5E-10
1.920042398294891E-8
1.920042398294891E-8
100
100
8.81155018692537E1
0.E0
2.2965312E0 2.2982346E0 0.E0 
1.8038298E-3 1.7507654E-3 0.E0 
1.8038298E-3 3.2591145E7 0.E0 
2.9002053E-69 7.1481789E-69 0.E0 
1.8761049E23 1.8763681E23 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
0.E0 0.E0 0.E0 
2.2994793E0 2.3011796E0 0.E0 
3.257496E7 3.2612115E7 0.E0 
1.7520168E-3 3.2655498E7 0.E0 
3.7234404E-68 1.0069395E-67 0.E0 
1.8765597E23 1.87682E23 0.E0 
2.0258883E17 2.0237211E17 0.E0 
-2.6340595E24 -2.6368066E24 0.E0 
2.0367967E14 4.4239684E24 0.E0 
4.8966302E-48 8.5302598E-37 0.E0 
3.1182003E39 3.098182E39 0.E0 
2.3083105E0 2.3100013E0 0.E0 
6.5052799E7 6.5127006E7 0.E0 
1.7059691E-3 3.2848383E7 0.E0 
8.9287628E-67 2.1946936E-66 0.E0 
1.8779176E23 1.8781691E23 0.E0 
1.4712845E17 1.4696569E17 0.E0 
-5.2706716E24 -5.2761628E24 0.E0 
1.2358931E14 3.2230347E24 0.E0 
1.1408396E-46 -3.4121039E-36 0.E0 
2.2261025E39 2.2115662E39 0.E0 
2.3229848E0 2.3246597E0 0.E0 
9.73363E7 9.7447359E7 0.E0 
1.6649901E-3 3.3169274E7 0.E0 
2.0081283E-65 4.8189122E-65 0.E0 
1.8801596E23 1.8803966E23 0.E0 
1.5988421E17 1.5969983E17 0.E0 
-7.9121764E24 -7.9204057E24 0.E0 
1.2691003E14 3.5172522E24 0.E0 
2.5224843E-45 1.279539E-35 0.E0 
2.365774E39 2.3499828E39 0.E0 
2.3434352E0 2.3450874E0 0.E0 
1.2932807E8 1.2947568E8 0.E0 
1.6285638E-3 3.3617295E7 0.E0 
4.2298926E-64 1.1066401E-63 0.E0 
1.8832542E23 1.883471E23 0.E0 
1.5341082E17 1.5322224E17 0.E0 
-1.0560494E25 -1.0571451E25 0.E0 
1.097301E14 3.39884E24 0.E0 
5.2247578E-44 -4.7769455E-35 0.E0 
2.1880353E39 2.1728968E39 0.E0 
2.3695668E0 2.3711894E0 0.E0 
1.6093048E8 1.6111423E8 0.E0 
1.5962854E-3 3.4191222E7 0.E0 
8.3445715E-63 2.248199E-62 0.E0 
1.8871583E23 1.8873494E23 0.E0 
1.5110993E17 1.5091001E17 0.E0 
-1.3216923E25 -1.3230595E25 0.E0 
1.0926348E14 3.3790346E24 0.E0 
1.0121757E-42 1.7828243E-34 0.E0 
2.0569975E39 2.0421122E39 0.E0 
2.4012561E0 2.4028417E0 0.E0 
1.9204558E8 1.9226497E8 0.E0 
1.5678641E-3 3.4889484E7 0.E0 
1.5417557E-61 4.0763571E-61 0.E0 
1.8918179E23 1.8919776E23 0.E0 
1.4667888E17 1.464675E17 0.E0 
-1.5881959E25 -1.5898328E25 0.E0 
8.0976324E13 3.3209179E24 0.E0 
1.8344252E-41 -6.6536022E-34 0.E0 
1.8784133E39 1.8640115E39 0.E0 
2.4383499E0 2.4398907E0 0.E0 
2.2257513E8 2.2282955E8 0.E0 
1.5426148E-3 3.5710164E7 0.E0 
2.6678653E-60 5.4829529E-60 0.E0 
1.8971688E23 1.8972919E23 0.E0 
