0.0100000 0.3795838
0.0107141 0.3795991
0.0115930 0.3788524
0.0123598 0.3773429
0.0132425 0.3773580
0.0142582 0.3766147
0.0150523 0.3751119
0.0162069 0.3743729
0.0172790 0.3728812
0.0186044 0.3713976
0.0200314 0.3714136
0.0212515 0.3691879
0.0229946 0.3684617
0.0248807 0.3662580
0.0271881 0.3655396
0.0294182 0.3633534
0.0315191 0.3604511
0.0337700 0.3604656
0.0358268 0.3575843
0.0389569 0.3547311
0.0421523 0.3518997
0.0456098 0.3490909
0.0493509 0.3463045
0.0539277 0.3435424
0.0589289 0.3394316
0.0640774 0.3360455
0.0686534 0.3326902
0.0742846 0.3287074
0.0807747 0.3234670
0.0874001 0.3195946
0.0945690 0.3144986
0.1013226 0.3101063
0.1096334 0.3051616
0.1186260 0.2984860
0.1270975 0.2937249
0.1361740 0.2884579
0.1458987 0.2832853
0.1563178 0.2776455
0.1674811 0.2721180
0.1794415 0.2661637
0.1903709 0.2608633
0.2039660 0.2546416
0.2163891 0.2490683
0.2318422 0.2426385
0.2447543 0.2382855
0.2622331 0.2321341
0.2809602 0.2252320
0.2995451 0.2185345
0.3177897 0.2128918
0.3354885 0.2078125
0.3524322 0.2028538
0.3757448 0.1968217
0.3966713 0.1917391
0.4208317 0.1864122
0.4486687 0.1812339
0.4690121 0.1765527
0.5000362 0.1713028
0.5227086 0.1675520
0.5491078 0.1622410
0.5883217 0.1580528
0.6119744 0.1539699
0.6492483 0.1499943
0.6921947 0.1455341
0.7416269 0.1417771
0.7829306 0.1378379
0.8429858 0.1334707
0.9121307 0.1292422
0.9676865 0.1266685
1.0419135 0.1231505
1.1108338 0.1206984
1.1901625 0.1182954
1.2877842 0.1159410
1.3934131 0.1138627
1.5077061 0.1120471
1.6475291 0.1098177
1.8181475 0.1082858
1.9867605 0.1069901
2.1603400 0.1061364
2.3606876 0.1057150
2.5669365 0.1050830
2.8049913 0.1048769
3.0651232 0.1042503
3.3165362 0.1042551
3.6241081 0.1042605
3.9797643 0.1042662
4.3061995 0.1042710
4.6594103 0.1042758
5.0415927 0.1042805
5.4551232 0.1042853
6.0200565 0.1042913
6.5138443 0.1042961
7.1884190 0.1043021
7.7398115 0.1043066
8.4160245 0.1043117
9.2875892 0.1043177
10.0000000 0.1043222
