0.1033333 0.7764937
0.1066667 0.7725319
0.1100000 0.7669971
0.1133333 0.7604541
0.1166667 0.7535251
0.1200000 0.7451685
0.1233333 0.7362319
0.1266667 0.7278797
0.1300000 0.7199863
0.1333333 0.7115219
0.1366667 0.7019301
0.1400000 0.6926488
0.1433333 0.6832881
0.1466667 0.6742625
0.1500000 0.6631523
0.1533333 0.6519633
0.1566667 0.6407457
0.1600000 0.6297485
0.1633333 0.6191609
0.1666667 0.6089588
0.2044405 0.5083173
0.2241380 0.4670825
0.2457332 0.4264257
0.2694092 0.3893078
0.2944911 0.3531352
0.3238242 0.3182479
0.3333333 0.3096495
0.3539721 0.2886779
0.3880767 0.2618510
0.4254671 0.2359859
0.4650780 0.2113080
0.5000000 0.1949558
0.5098873 0.1892077
0.5573577 0.1694216
0.6110581 0.1497523
0.6666667 0.1343360
0.6699323 0.1323666
0.7344790 0.1162450
0.8052446 0.1007748
0.8333333 0.0963763
0.8828284 0.0868002
0.9678872 0.0742815
1.0000000 0.0713970
1.0611412 0.0635683
1.1599332 0.0544011
1.1666667 0.0539416
1.2716905 0.0462550
1.3333333 0.0427148
1.3942155 0.0393287
1.5000000 0.0349414
1.5285454 0.0338749
1.6666667 0.0298068
1.6708526 0.0293672
1.8318360 0.0257905
2.0083299 0.0229442
2.2018286 0.0209470
2.4139705 0.0193727
2.6465519 0.0182677
