0.1800640 0.0455622
0.1842650 0.0455581
0.1885640 0.0454098
0.1929640 0.0452735
0.1974660 0.0452692
0.2020730 0.0452649
0.2067880 0.0452120
0.2116130 0.0450014
0.2165500 0.0448205
0.2216030 0.0446430
0.2267740 0.0444665
0.2320650 0.0442796
0.2374800 0.0441493
0.2430200 0.0441453
0.2486910 0.0439577
0.2544930 0.0437696
0.2604310 0.0435676
0.2665080 0.0432273
0.2727260 0.0429616
0.2790890 0.0427647
0.2856010 0.0425815
0.2922650 0.0423995
0.2990840 0.0421648
0.3060620 0.0418087
0.3132030 0.0415744
0.3205110 0.0412274
0.3279890 0.0409009
0.3356420 0.0406866
0.3434730 0.0404298
0.3514880 0.0400209
0.3596880 0.0396789
0.3680810 0.0393115
0.3766690 0.0389018
0.3854580 0.0384865
0.3944510 0.0381615
0.4036550 0.0377919
0.4130730 0.0374284
0.4227110 0.0370768
0.4325740 0.0367009
0.4426670 0.0361476
0.4529950 0.0356740
0.4635640 0.0352249
0.4743810 0.0347811
0.4854490 0.0343077
0.4967760 0.0338776
0.5083660 0.0334832
0.5202280 0.0330235
0.5323660 0.0325702
0.5447870 0.0320891
0.5574980 0.0315524
0.5705060 0.0310244
0.5838180 0.0305054
0.5974390 0.0299951
0.6113790 0.0294933
0.6256440 0.0289755
0.6402420 0.0284572
0.6551800 0.0279680
0.6704670 0.0274081
0.6861100 0.0268382
0.7021190 0.0263322
0.7185010 0.0258894
0.7352650 0.0253906
0.7524210 0.0248608
0.7699760 0.0243025
0.7879420 0.0237960
0.8063260 0.0233000
0.8251400 0.0227912
0.8443920 0.0222227
0.8640940 0.0216684
0.8842550 0.0211563
0.9048870 0.0206740
0.9260000 0.0201974
0.9476060 0.0197055
0.9697160 0.0191928
0.9923410 0.0186699
1.0155000 0.0181567
1.0391900 0.0177040
1.0634400 0.0172086
1.0882500 0.0167010
1.1136400 0.0162163
1.1396200 0.0157457
1.1662100 0.0153037
1.1934200 0.0148865
1.2212700 0.0144687
1.2497600 0.0140114
1.2789200 0.0135685
1.3087600 0.0131209
1.3393000 0.0126654
1.3705500 0.0122264
1.4025300 0.0118219
1.4352500 0.0114308
1.4687400 0.0110463
1.5030100 0.0106361
1.5380800 0.0102706
1.5739600 0.0099151
1.6106900 0.0095248
1.6482700 0.0092096
1.6867300 0.0088487
1.7260800 0.0084883
1.7663600 0.0081528
1.8075700 0.0078642
1.8497400 0.0075462
1.8929000 0.0072359
1.9370700 0.0069575
1.9822700 0.0066758
2.0285200 0.0063819
2.0758500 0.0061152
2.1242800 0.0058343
2.1738500 0.0055654
2.2245700 0.0053391
2.2764700 0.0050766
2.3295900 0.0048436
2.3839400 0.0046176
2.4395600 0.0043941
2.4964800 0.0041991
2.5547300 0.0039935
2.6143400 0.0037852
2.6753400 0.0035885
2.7377600 0.0034121
2.8016400 0.0032443
2.8670100 0.0030676
2.9339000 0.0028985
3.0023600 0.0027684
