0.1354538 0.1427992
0.1387350 0.1424880
0.1420950 0.1421760
0.1455363 0.1418589
0.1490613 0.1415371
0.1526725 0.1412159
0.1563700 0.1404271
0.1601575 0.1394999
0.1640362 0.1385791
0.1680088 0.1379020
0.1720788 0.1372359
0.1762462 0.1364559
0.1805150 0.1355170
0.1848875 0.1345829
0.1893650 0.1334710
0.1939512 0.1323011
0.1986500 0.1312471
0.2034613 0.1302590
0.2083888 0.1291491
0.2134362 0.1275410
0.2186050 0.1259530
0.2239000 0.1243839
0.2293225 0.1228351
0.2348775 0.1213270
0.2405663 0.1198841
0.2463925 0.1184581
0.2523600 0.1166421
0.2584725 0.1147229
0.2647325 0.1129570
0.2711450 0.1113201
0.2777125 0.1096021
0.2844388 0.1077851
0.2913275 0.1059990
0.2983838 0.1041680
0.3056113 0.1023611
0.3130125 0.1004099
0.3205938 0.0984535
0.3283587 0.0964169
0.3363125 0.0944145
0.3444575 0.0924864
0.3528013 0.0906181
0.3613462 0.0886718
0.3700975 0.0866607
0.3790613 0.0845906
0.3882425 0.0825155
0.3976462 0.0805458
0.4072775 0.0786903
0.4171413 0.0768776
0.4272450 0.0751063
0.4375925 0.0732990
0.4481912 0.0713139
0.4590475 0.0693828
0.4701650 0.0674769
0.4815525 0.0656323
0.4932163 0.0640459
0.5051625 0.0624319
0.5173975 0.0607237
0.5299287 0.0589999
0.5427650 0.0572093
0.5559100 0.0555077
0.5693750 0.0539152
0.5831650 0.0523614
0.5972900 0.0508333
0.6117563 0.0493500
0.6265738 0.0478580
0.6417487 0.0463774
0.6572925 0.0449499
0.6732125 0.0435859
0.6895175 0.0422779
0.7062188 0.0410443
0.7233238 0.0398466
0.7408425 0.0385578
0.7587862 0.0372347
0.7771638 0.0360719
0.7959875 0.0350471
0.8152662 0.0340232
0.8350125 0.0329161
0.8552375 0.0318450
0.8759512 0.0307843
0.8971675 0.0297592
0.9188975 0.0288383
0.9411525 0.0279205
0.9639475 0.0269625
0.9872950 0.0260223
1.0112075 0.0250420
1.0357000 0.0241566
1.0607850 0.0233787
1.0864775 0.0226110
1.1127925 0.0218576
1.1397450 0.0211054
1.1673500 0.0203626
1.1956237 0.0196687
1.2245825 0.0190352
1.2542375 0.0184251
1.2846250 0.0178371
1.3157375 0.0172582
1.3476000 0.0165697
1.3802375 0.0159086
1.4136750 0.0153758
1.4479125 0.0148636
1.4829750 0.0143288
1.5189000 0.0138130
1.5556875 0.0132797
1.5933625 0.0127499
1.6319625 0.0122821
1.6714875 0.0118608
1.7119750 0.0114378
1.7534375 0.0110134
1.7959000 0.0105988
1.8394000 0.0101907
1.8839500 0.0097983
1.9295875 0.0094210
1.9763125 0.0090546
2.0241875 0.0086880
2.0732125 0.0083363
2.1234250 0.0080220
2.1748500 0.0077147
2.2275250 0.0074039
2.2814875 0.0070870
2.3367375 0.0067728
2.3933375 0.0064642
2.4513000 0.0061685
2.5106750 0.0058650
2.5714875 0.0055693
2.6337750 0.0053067
2.6975625 0.0050575
2.7629000 0.0048197
2.8298125 0.0045900
2.8983500 0.0043712
2.9685500 0.0041628
